,Unnamed: 0,Datetime,Tweet Id,Text,Tweet_tokenized,sentiment
190,190,2020-06-22 15:33:15,1275089474888892417,    rig  election  million OF mail in ballot will BE print BY foreign countries  and others  IT will BE the sca ,"['rig', 'election', 'million', 'OF', 'mail', 'in', 'ballot', 'will', 'BE', 'print', 'BY', 'foreign', 'countries', 'and', 'others', 'IT', 'will', 'BE', 'the', 'sca']",negative
191,191,2020-06-22 15:32:02,1275089168436060160, grandpasnarki It never ceas amaz usa use mail in ballot years  yet trumpf still mak  https   t co kymewd,"['grandpasnarki', 'It', 'never', 'ceas', 'amaz', 'usa', 'use', 'mail', 'in', 'ballot', 'years', 'yet', 'trumpf', 'still', 'mak', 'https', 't', 'co', 'kymewd']",positive
192,192,2020-06-22 15:30:19,1275088736372604928,    becaus mail in ballots   rig elect nation histori   unless stupid en ,"['becaus', 'mail', 'in', 'ballots', 'rig', 'elect', 'nation', 'histori', 'unless', 'stupid', 'en']",negative
193,193,2020-06-22 15:26:54,1275087878138335232,    rig  election  million OF mail in ballot will BE print BY foreign countries  and others  IT will BE the sca ,"['rig', 'election', 'million', 'OF', 'mail', 'in', 'ballot', 'will', 'BE', 'print', 'BY', 'foreign', 'countries', 'and', 'others', 'IT', 'will', 'BE', 'the', 'sca']",negative
194,194,2020-06-22 15:26:36,1275087803496439808,    becaus mail in ballots   rig elect nation histori   unless stupid en ,"['becaus', 'mail', 'in', 'ballots', 'rig', 'elect', 'nation', 'histori', 'unless', 'stupid', 'en']",negative
195,195,2020-06-22 15:26:00,1275087651637473280,    becaus mail in ballots   rig elect nation histori   unless stupid en ,"['becaus', 'mail', 'in', 'ballots', 'rig', 'elect', 'nation', 'histori', 'unless', 'stupid', 'en']",negative
196,196,2020-06-22 15:24:34,1275087290382127104,  angie keathly  bolton condemn trump  presid danger us  argu  elect last  guardrail  protect ,"['angie', 'keathly', 'bolton', 'condemn', 'trump', 'presid', 'danger', 'us', 'argu', 'elect', 'last', 'guardrail', 'protect']",negative
197,197,2020-06-22 15:19:02,1275085895268360198,    rig  election  million OF mail in ballot will BE print BY foreign countries  and others  IT will BE the sca ,"['rig', 'election', 'million', 'OF', 'mail', 'in', 'ballot', 'will', 'BE', 'print', 'BY', 'foreign', 'countries', 'and', 'others', 'IT', 'will', 'BE', 'the', 'sca']",negative
198,198,2020-06-22 15:17:53,1275085609774862336,    rig  election  million OF mail in ballot will BE print BY foreign countries  and others  IT will BE the sca ,"['rig', 'election', 'million', 'OF', 'mail', 'in', 'ballot', 'will', 'BE', 'print', 'BY', 'foreign', 'countries', 'and', 'others', 'IT', 'will', 'BE', 'the', 'sca']",negative
199,199,2020-06-22 15:17:46,1275085577206071301,    barr  mail in ballot  absolut open floodgat fraud  https   t co vdadepb via  breitbartnews  thi will ,"['barr', 'mail', 'in', 'ballot', 'absolut', 'open', 'floodgat', 'fraud', 'https', 't', 'co', 'vdadepb', 'via', 'breitbartnews', 'thi', 'will']",neutral
